BBL.ID,Date,Year,Proj,Location,Species,Age,Mass,WC ,EC,Tarsus,Culmen,Fat,Nanotag,Julian
2461-15048,09/10/2014,2014,OBrien,Oxcart,SESA,HY,37.8,97,20.2,23.1,16.8,3,NA,253
2461-15050,09/10/2014,2014,OBrien,Oxcart,SESA,HY,23.4,96,19,20.6,15.7,0.5,458,253
2461-15051,09/10/2014,2014,OBrien,Oxcart,SESA,HY,35.4,97,22.3,22.7,18.7,3,NA,253
2461-15052,09/10/2014,2014,OBrien,Oxcart,SESA,HY,33,97,19.5,22.8,16,2,NA,253
5461-15053,09/10/2014,2014,OBrien,Oxcart,SESA,HY,26.7,94,18.5,21.3,15.2,2,459,253
2461-15054,09/10/2014,2014,OBrien,Oxcart,SESA,HY,29,97,20.1,20.4,16.4,2,464,253
2461-15055,09/10/2014,2014,OBrien,Oxcart,SESA,HY,22.2,94,17.4,21.9,13.8,3,462,253
2461-15056,09/10/2014,2014,OBrien,Oxcart,SESA,HY,28.6,96,19.5,21.6,16.2,2,460,253
5461-15057,09/10/2014,2014,OBrien,Oxcart,SESA,HY,32.1,99,20,23.2,16.9,2,NA,253
2461-15058,09/10/2014,2014,OBrien,Oxcart,SESA,HY,37.1,99,21.4,23.3,17.8,2,NA,253
2461-15059,09/10/2014,2014,OBrien,Oxcart,SESA,HY,31.3,95,20.5,21.5,20.5,2,NA,253
2461-15060,09/10/2014,2014,OBrien,Oxcart,SESA,HY,31.9,98,20,21.7,16.5,1,NA,253
2461-15061,09/10/2014,2014,OBrien,Oxcart,SESA,HY,34.2,95,20.8,21.4,17.8,2,NA,253
2461-15062,09/10/2014,2014,OBrien,Oxcart,SESA,HY,32.4,94,19.9,21.4,16.1,4,NA,253
2461-15063,09/10/2014,2014,OBrien,Oxcart,SESA,HY,32.4,100,20.6,22.9,16.6,2,NA,253
2461-15064,09/10/2014,2014,OBrien,Oxcart,SESA,HY,NA,97,19.8,20,17,2,NA,253
2461-15066,09/10/2014,2014,OBrien,Oxcart,SESA,HY,34.7,103,20.2,22.4,16.8,1,NA,253
2461-15065,09/10/2014,2014,OBrien,Oxcart,SESA,HY,29.4,96,20.4,20.7,16.6,2,466,253
2461-15067,09/10/2014,2014,OBrien,Oxcart,SESA,HY,29.2,93,18.3,21.7,13.5,2,465,253
2461-15069,09/10/2014,2014,OBrien,Oxcart,SESA,AHY,29.6,96,18.3,20.2,15.1,2,463,253
2461-15068,09/10/2014,2014,OBrien,Oxcart,SESA,AHY,33.9,96,19.1,20.6,15.5,3,NA,253
2461-15070,09/10/2014,2014,OBrien,Oxcart,SESA,HY,30.8,96,20.4,22.2,17.1,3,461,253
2461-15071,09/10/2014,2014,OBrien,Oxcart,SESA,HY,34.5,97,20.9,22.5,17.2,3,NA,253
2461-15082,09/10/2014,2014,OBrien,Oxcart,SESA,HY,30.3,93,18.5,22,15.2,2,NA,253
2461-15073,09/10/2014,2014,OBrien,Oxcart,SESA,AHY,31.2,95,20.3,21.5,16.6,2,NA,253
2461-05358,08/05/2013,2013,Pau,STAGE,SESA,HY,25.4,95,18,20.1,NA,NA,36,217
2461-05359,08/05/2013,2013,Pau,STAGE,SESA,HY,27,96,19,21.3,NA,NA,41,217
2461-05360,08/05/2013,2013,Pau,STAGE,SESA,HY,31.3,94,21.5,19.1,NA,NA,NA,217
2461-05361,08/05/2013,2013,Pau,STAGE,SESA,HY,28.5,94,20.7,21.9,NA,NA,55,217
2461-05362,08/05/2013,2013,Pau,STAGE,SESA,HY,33,96,21,22.9,NA,NA,NA,217
2461-05363,08/05/2013,2013,Pau,STAGE,SESA,HY,29,92,19.2,21.3,NA,NA,50,217
2461-05364,08/05/2013,2013,Pau,STAGE,SESA,AHY,29,95,21.6,22.4,NA,NA,56,217
2461-05365,08/05/2013,2013,Pau,STAGE,SESA,HY,27.2,98,28.5,22.3,NA,NA,51,217
2461-05366,08/05/2013,2013,Pau,STAGE,SESA,AHY,34.3,94,29.3,22.3,NA,NA,NA,217
2461-05368,08/05/2013,2013,Pau,STAGE,SESA,HY,32.5,97,24.3,22.6,NA,NA,NA,217
2461-05369,08/05/2013,2013,Pau,STAGE,SESA,AHY,30.4,98,21.1,22.2,NA,NA,NA,217
2461-05370,08/05/2013,2013,Pau,STAGE,SESA,AHY,32.6,97,18.3,20.3,NA,NA,NA,217
2461-05371,08/05/2013,2013,Pau,STAGE,SESA,HY,27.7,90,18.4,20.6,NA,NA,57,217
2461-05372,08/05/2013,2013,Pau,STAGE,SESA,HY,32.5,92,20,20.2,NA,NA,NA,217
2461-05373,08/05/2013,2013,Pau,STAGE,SESA,AHY,21.7,94,20,20.8,NA,NA,37,217
2461-05374,08/05/2013,2013,Pau,STAGE,SESA,NA,34.1,97,20,21.5,NA,NA,NA,217
2461-05375,08/05/2013,2013,Pau,STAGE,SESA,NA,28.1,95,18.3,21.4,NA,NA,28,217
2461-05376,08/06/2013,2013,Pau,STAGE,SESA,NA,34.4,94,20.2,20.8,NA,NA,NA,218
2461-05377,08/06/2013,2013,Pau,STAGE,SESA,NA,24.5,91,18.1,21,NA,NA,49,218
2461-05378,08/06/2013,2013,Pau,STAGE,SESA,NA,27.7,93,20.5,21.2,NA,NA,31,218
2461-05379,08/06/2013,2013,Pau,STAGE,SESA,NA,25.1,93.8,18.4,21.5,NA,NA,53,218
2461-05380,08/06/2013,2013,Pau,STAGE,SESA,NA,26.7,94,19.9,21,NA,NA,40,218
2461-05381,08/06/2013,2013,Pau,STAGE,SESA,NA,26.8,94,19.8,21.3,NA,NA,38,218
2461-05382,08/06/2013,2013,Pau,STAGE,SESA,NA,27.5,87.2,20,19.5,NA,NA,27,218
2461-05383,08/06/2013,2013,Pau,STAGE,SESA,NA,33.9,92,20.2,20.9,NA,NA,NA,218
2461-05384,08/06/2013,2013,Pau,STAGE,SESA,NA,31.9,92,19.4,21.9,NA,NA,NA,218
2461-05385,08/06/2013,2013,Pau,STAGE,SESA,NA,33.1,94,20.5,22,NA,NA,NA,218
2461-05386,08/06/2013,2013,Pau,STAGE,SESA,NA,32.7,94,21,21.3,NA,NA,NA,218
2461-05387,08/06/2013,2013,Pau,STAGE,SESA,NA,32.6,94,20.6,22.6,NA,NA,NA,218
2461-05388,08/06/2013,2013,Pau,STAGE,SESA,NA,29.5,97,21.5,20.8,NA,NA,26,218
2461-05389,08/06/2013,2013,Pau,STAGE,SESA,NA,34.4,99,20.2,23.2,NA,NA,NA,218
2461-05390,08/06/2013,2013,Pau,STAGE,SESA,NA,33.8,97,23.4,21.4,NA,NA,NA,218
2461-05391,08/06/2013,2013,Pau,STAGE,SESA,NA,31.7,96,18.7,20,NA,NA,NA,218
2461-05392,08/06/2013,2013,Pau,STAGE,SESA,NA,36.8,95,22,23.4,NA,NA,NA,218
2461-05399,08/06/2013,2013,Pau,STAGE,SESA,HY,26.5,96,20.5,20.9,NA,NA,34,218
2461-05400,08/06/2013,2013,Pau,STAGE,SESA,NA,26.9,97,22.9,22.2,NA,NA,54,218
2461-05398,08/06/2013,2013,Pau,STAGE,SESA,NA,24.2,93,21,21.6,NA,NA,29,218
2461-05393,08/06/2013,2013,Pau,NELSN,SESA,NA,26.8,91,18.5,21.2,NA,NA,33,218
2461-05394,08/06/2013,2013,Pau,NELSN,SESA,NA,27.6,90,19,22.3,NA,NA,48,218
2461-05395,08/06/2013,2013,Pau,NELSN,SESA,NA,25.8,95,21.1,20.3,NA,NA,42,218
2461-05396,08/06/2013,2013,Pau,NELSN,SESA,NA,34.1,92,19.7,21.7,NA,NA,NA,218
2461-05397,08/06/2013,2013,Pau,NELSN,SESA,NA,29.2,95,19.9,21.1,NA,NA,39,218
2441-22581,08/06/2013,2013,Pau,NELSN,SESA,NA,35.3,96,21.1,21.8,NA,NA,NA,218
2441-22582,08/06/2013,2013,Pau,NELSN,SESA,NA,34.9,94,19.6,23.2,NA,NA,NA,218
2441-22583,08/06/2013,2013,Pau,NELSN,SESA,NA,34.4,97,19.5,22.1,NA,NA,NA,218
2441-22584,08/06/2013,2013,Pau,NELSN,SESA,NA,31.2,91,20.8,20.1,NA,NA,NA,218
2441-22585,08/06/2013,2013,Pau,NELSN,SESA,NA,36,98,24,22.5,NA,NA,NA,218
2441-22586,08/06/2013,2013,Pau,NELSN,SESA,NA,22.5,94,18.9,19.7,NA,NA,47,218
2461-14701,08/30/2013,2013,Pau,BFB,SESA,HY,35.4,96,20.9,22.9,NA,NA,NA,242
2461-14702,08/30/2013,2013,Pau,BFB,SESA,NA,22,97,18.9,20.5,NA,NA,45,242
2461-14703,08/30/2013,2013,Pau,BFB,SESA,NA,34.6,91,19.8,20.6,NA,NA,NA,242
2461-14704,08/30/2013,2013,Pau,BFB,SESA,NA,27.2,95,20.2,20,NA,NA,30,242
2461-14705,08/30/2013,2013,Pau,BFB,SESA,NA,35.1,92.5,20.1,20.7,NA,NA,NA,242
2461-14706,08/30/2013,2013,Pau,BFB,SESA,NA,37.2,95,21.5,21.6,NA,NA,NA,242
2461-14707,08/30/2013,2013,Pau,BFB,SESA,NA,36.5,97,18.2,20.9,NA,NA,NA,242
2461-14708,08/30/2013,2013,Pau,BFB,SESA,NA,29.8,97,19.9,21.8,NA,NA,43,242
2461-14709,08/30/2013,2013,Pau,BFB,SESA,NA,33.4,92,18.8,21.4,NA,NA,NA,242
2461-14710,08/30/2013,2013,Pau,BFB,SESA,NA,41.4,98,22,23.5,NA,NA,NA,242
2461-14711,08/30/2013,2013,Pau,BFB,SESA,AHY,38.9,98.2,20.5,20.8,NA,NA,NA,242
2461-14712,08/30/2013,2013,Pau,BFB,SESA,NA,20.2,92,18.5,20.5,NA,NA,52,242
2461-14713,08/30/2013,2013,Pau,BFB,SESA,NA,35.3,98,21.5,22.4,NA,NA,NA,242
2461-14714,08/30/2013,2013,Pau,BFB,SESA,NA,22.7,95,19.7,21,NA,NA,35,242
2461-14715,08/30/2013,2013,Pau,BFB,SESA,NA,21.7,93.5,18.2,22.5,NA,NA,32,242
2461-14716,08/30/2013,2013,Pau,BFB,SESA,NA,36.9,92,21,22,NA,NA,NA,242
2461-14717,08/30/2013,2013,Pau,BFB,SESA,NA,26.4,95,22.5,20.8,NA,NA,NA,242
2461-14718,08/30/2013,2013,Pau,BFB,SESA,NA,37.9,99,19.2,21.9,NA,NA,NA,242
2461-14719,08/30/2013,2013,Pau,BFB,SESA,NA,35.8,93,19.5,21.4,NA,NA,NA,242
2461-14720,08/30/2013,2013,Pau,BFB,SESA,NA,31.2,93,19.9,20,NA,NA,NA,242
2461-14721,08/30/2013,2013,Pau,BFB,SESA,NA,35.4,97,22.6,22.1,NA,NA,NA,242
2461-14722,08/30/2013,2013,Pau,BFB,SESA,NA,31.8,91,19,20.8,NA,NA,NA,242
2461-14723,08/30/2013,2013,Pau,BFB,SESA,NA,30.4,99,20.7,22.3,NA,NA,NA,242
2461-14724,08/30/2013,2013,Pau,BFB,SESA,NA,33,92,17.7,20.5,NA,NA,NA,242
2461-14725,08/30/2013,2013,Pau,BFB,SESA,NA,38.5,95,21.8,21.2,NA,NA,NA,242
2461-14726,08/30/2013,2013,Pau,BFB,SESA,NA,23.1,92,19.7,21.2,NA,NA,NA,242
2461-14727,08/30/2013,2013,Pau,BFB,SESA,NA,36.6,90,19.6,21,NA,NA,NA,242
2461-14729,08/30/2013,2013,Pau,BFB,SESA,NA,23.8,98,21.1,21.8,NA,NA,NA,242
1151-40302,08/11/2014,2014,Pau,BF,SESA,AHY,36.4,95,18.6,20.4,15,2,NA,223
1151-40303,08/11/2014,2014,Pau,BF,SESA,AHY,35.4,95,17,21.5,14.5,2,488,223
1151-40304,08/11/2014,2014,Pau,BF,SESA,AHY,35.6,95,19.6,21.8,15.1,2,482,223
1151-40305,08/11/2014,2014,Pau,BF,SESA,AHY,35.7,92,20.5,20.1,15.4,2,NA,223
1151-40307,08/11/2014,2014,Pau,BF,SESA,AHY,35.8,98,19.8,23,15.8,2,NA,223
1151-40308,08/11/2014,2014,Pau,BF,SESA,AHY,35.7,95,21.3,21.4,16.8,2,NA,223
1151-40310,08/11/2014,2014,Pau,BF,SESA,AHY,36.5,95,21.1,21.5,15.6,2,NA,223
1151-40311,08/11/2014,2014,Pau,BF,SESA,AHY,25.5,96,19.5,21.4,15.9,1,486,223
1151-40312,08/11/2014,2014,Pau,BF,SESA,AHY,40.6,98,20.1,21.6,16.9,3,NA,223
1151-40313,08/11/2014,2014,Pau,BF,SESA,HY,21.6,97,20,21.4,16.1,0,484,223
1151-40314,08/11/2014,2014,Pau,BF,SESA,AHY,36,94,17.9,21,14.1,3,NA,223
1151-40315,08/11/2014,2014,Pau,BF,SESA,AHY,36.3,94,19.1,20.3,14.9,3,NA,223
1151-40316,08/11/2014,2014,Pau,BF,SESA,AHY,37.7,99,22.4,21.4,18.5,2,NA,223
1151-40317,08/11/2014,2014,Pau,BF,SESA,AHY,23.8,94,20.3,21.2,16.4,0,485,223
1151-40318,08/11/2014,2014,Pau,BF,SESA,AHY,33.6,92,19.9,20.7,15.5,2,NA,223
1151-40319,08/11/2014,2014,Pau,BF,SESA,AHY,34.7,97,17.7,21,14.3,3,NA,223
1151-40320,08/11/2014,2014,Pau,BF,SESA,AHY,28.7,95,19.2,20.1,15.5,2,483,223
1151-40321,08/11/2014,2014,Pau,BF,SESA,AHY,35.4,97,20.1,21.2,15.5,2,NA,223
1151-40322,08/11/2014,2014,Pau,BF,SESA,AHY,35.4,95,18.7,19.9,13.6,2,NA,223
1151-40323,08/11/2014,2014,Pau,BF,SESA,AHY,37.2,94,19.7,20.9,16.2,3,NA,223
1151-40324,08/11/2014,2014,Pau,BF,SESA,AHY,24.8,95,19.7,21.3,16.1,1,NA,223
1151-40325,08/11/2014,2014,Pau,BF,SESA,AHY,36,98,21.4,21.8,17.4,2,NA,223
1151-40326,08/11/2014,2014,Pau,BF,SESA,AHY,38.8,98,18.7,22,14.8,3,NA,223
1151-40327,08/11/2014,2014,Pau,BF,SESA,AHY,32.3,95,20.1,21.3,16.2,2,NA,223
1151-40328,08/11/2014,2014,Pau,BF,SESA,AHY,37.5,99,20.1,20.7,16.1,3,NA,223
1151-40329,08/11/2014,2014,Pau,BF,SESA,AHY,37.7,97,20.9,23,17.3,2,NA,223
1151-40330,08/11/2014,2014,Pau,BF,SESA,AHY,40.8,99,22.2,20.5,19.5,2,NA,223
1151-40331,08/11/2014,2014,Pau,BF,SESA,AHY,38.4,99,19.3,21.2,16.2,2,NA,223
1151-40332,08/11/2014,2014,Pau,BF,SESA,AHY,28.6,95,17.1,21,15,1,487,223
1151-40333,08/11/2014,2014,Pau,BF,SESA,AHY,26,96,18.6,20.9,14.4,2,NA,223
1151-40334,08/11/2014,2014,Pau,BF,SESA,AHY,36.7,96,22.5,22.2,18.5,3,NA,223
1151-40335,08/21/2014,2014,Pau,BF,SESA,ASY,41,97,22.1,20.4,17.9,4,NA,233
1151-40336,08/21/2014,2014,Pau,BF,SESA,AHY,29.4,89,19.1,18.5,14.5,1,473,233
1151-40337,08/21/2014,2014,Pau,BF,SESA,HY,22.7,96,18,20.1,14.6,0.5,476,233
1151-40338,08/21/2014,2014,Pau,BF,SESA,HY,21.4,92,18.1,19.4,14.6,1,475,233
1151-40339,08/21/2014,2014,Pau,BF,SESA,ASY,35.5,95,19.9,20.6,16.4,3,NA,233
1151-40340,08/21/2014,2014,Pau,BF,SESA,ASY,36,97,18.2,21.2,14.8,4,NA,233
1151-40341,08/21/2014,2014,Pau,BF,SESA,ASY,34.6,96,19.7,20.5,15.2,4,NA,233
1151-40342,08/21/2014,2014,Pau,BF,SESA,ASY,34.2,98,22.1,19.8,17.8,1,NA,233
1151-40343,08/21/2014,2014,Pau,BF,SESA,AHY,33.4,95,17.8,21,14.5,4,NA,233
1151-40344,08/21/2014,2014,Pau,BF,SESA,ASY,33.4,99,21.3,22.1,17.8,2,NA,233
1151-40345,08/21/2014,2014,Pau,BF,SESA,ASY,32.4,99,29.8,22.6,16.6,2,NA,233
1151-40346,08/21/2014,2014,Pau,BF,SESA,AHY,32.6,95,18.3,21,15.4,4,NA,233
1151-40347,08/21/2014,2014,Pau,BF,SESA,AHY,28,90,16.8,20,12.5,0.5,472,233
1151-40348,08/21/2014,2014,Pau,BF,SESA,ASY,26.5,94,18,21.7,15.5,1,474,233
1151-40349,08/21/2014,2014,Pau,BF,SESA,HY,26.3,95,17.6,19.9,15.4,1,494,233
1151-40350,09/07/2014,2014,Pau,BF,SESA,NA,24.2,95,19.6,23.3,15.4,1,493,250
1151-40351,09/07/2014,2014,Pau,BF,SESA,HY,22.1,87,16.4,21.2,13.6,1,489,250
1151-40352,09/07/2014,2014,Pau,BF,SESA,HY,21.5,97,17.5,25,15,0,490,250
1151-40353,09/07/2014,2014,Pau,BF,SESA,HY,27.8,98,18.7,15.8,16.6,2,491,250
1151-40354,09/07/2014,2014,Pau,BF,SESA,HY,22.3,91,18.1,19.6,14.5,1,492,250
1151-40355,09/07/2014,2014,Pau,BF,SESA,HY,33.6,96,10.6,16.2,8.1,2,NA,250
1151-40356,09/07/2014,2014,Pau,BF,SESA,HY,24.5,96,21.5,20.5,16,1,NA,250
1151-40357,09/07/2014,2014,Pau,BF,SESA,HY,25.8,93,23.2,22.7,19.5,1,495,250
1151-40358,09/07/2014,2014,Pau,BF,SESA,HY,29.8,98,19,21,15.2,1,NA,250
1151-40359,09/07/2014,2014,Pau,BF,SESA,AHY,28.8,92,17,21.2,14,1,NA,250
1151-40360,09/07/2014,2014,Pau,BF,SESA,HY,19,95,19.5,21,16,0,NA,250
1151-40361,09/07/2014,2014,Pau,BF,SESA,AHY,28.3,98,20.5,21,17,2,NA,250
1151-40362,09/07/2014,2014,Pau,BF,SESA,HY,28.8,96,19.5,23.2,17,2,NA,250
1151-40363,09/07/2014,2014,Pau,BF,SESA,HY,29,94,18.1,15.2,15,2,NA,250
1151-40364,09/07/2014,2014,Pau,BF,SESA,HY,35.2,97,20.7,23.8,17.5,3,NA,250
1151-40365,09/07/2014,2014,Pau,BF,SESA,HY,26,98,18.2,20.5,15.1,1,NA,250
1151-40366,09/07/2014,2014,Pau,BF,SESA,HY,26.6,93,20.9,24.6,16,1,NA,250
1151-40367,09/07/2014,2014,Pau,BF,SESA,HY,26,101,23.1,23,19.5,1,NA,250
1151-40368,09/07/2014,2014,Pau,BF,SESA,HY,30.9,95,18.6,22.8,15.9,2,NA,250
1151-40369,09/07/2014,2014,Pau,BF,SESA,HY,28.2,92,17.2,22.6,14.9,1,NA,250
1151-40370,09/07/2014,2014,Pau,BF,SESA,HY,25.3,92,20.5,21.5,16.2,1,NA,250
1151-40371,09/07/2014,2014,Pau,BF,SESA,HY,28.5,96,19.6,22.9,16.1,0,NA,250
1151-40372,09/07/2014,2014,Pau,BF,SESA,HY,30.7,95,20.4,23.8,15.8,1,NA,250
1151-40373,09/07/2014,2014,Pau,BF,SESA,HY,24.8,95,19.7,20.7,14.6,1,NA,250
1151-40374,09/07/2014,2014,Pau,BF,SESA,HY,22.8,95,17.8,21.6,14.4,1,NA,250
1151-40375,09/07/2014,2014,Pau,BF,SESA,HY,31.6,98,21.3,22.6,19.8,2,NA,250
1151-40376,09/07/2014,2014,Pau,BF,SESA,HY,25.4,95,20.4,25.6,16.5,1,NA,250
1151-40377,09/07/2014,2014,Pau,BF,SESA,HY,33.6,99,18.5,22,14.4,2,NA,250
1151-40379,09/07/2014,2014,Pau,BF,SESA,HY,27.9,92,17.8,20.9,14.6,1,NA,250
1151-40380,09/07/2014,2014,Pau,BF,SESA,HY,27.7,95,21.5,22,18.4,0,NA,250
1151-40381,09/07/2014,2014,Pau,BF,SESA,HY,21.7,91,17,20.5,14,1,NA,250
1151-40382,09/07/2014,2014,Pau,BF,SESA,HY,35.6,98,20.5,22.3,17.1,2,NA,250
1151-40383,09/07/2014,2014,Pau,BF,SESA,HY,28.8,98,19.2,25.6,16.6,2,NA,250
1151-40384,09/07/2014,2014,Pau,BF,SESA,HY,34,100,20.2,21.7,17,3,NA,250
1151-40385,09/07/2014,2014,Pau,BF,SESA,HY,30.5,95,20,23,17,3,NA,250
1151-40386,09/07/2014,2014,Pau,BF,SESA,AHY,34.5,93,19.8,20.2,16,2,NA,250
1151-40387,09/18/2014,2014,Pau,SP,SESA,HY,26.2,94,18.4,22.1,15.2,0.5,496,261
1151-40388,09/18/2014,2014,Pau,SP,SESA,HY,25.5,97.5,18.4,21.8,15.7,0,NA,261
1151-40389,09/18/2014,2014,Pau,SP,SESA,HY,30.2,90,17.5,20.3,13.2,1,469,261
1151-40390,09/18/2014,2014,Pau,SP,SESA,HY,31.8,93,17,20,14.5,0.5,NA,261
1151-40391,09/18/2014,2014,Pau,SP,SESA,HY,20.6,90,18.2,20.5,15.4,1,NA,261
1151-40392,09/18/2014,2014,Pau,SP,SESA,HY,25.1,96,19.9,19.8,14.9,1,467,261
1151-40395,09/18/2014,2014,Pau,SP,SESA,HY,20.4,94,19.1,20.3,16.5,0.5,NA,261
1151-40396,09/18/2014,2014,Pau,SP,SESA,HY,27.2,92,17.4,23.5,14.2,0.5,NA,261
1151-40397,09/18/2014,2014,Pau,SP,SESA,HY,24.9,94,17.5,21,15.2,0,NA,261
1151-40398,09/18/2014,2014,Pau,SP,SESA,HY,30,95,18.2,21.5,15.4,2,NA,261
